artigo,frente,verso
Art. 225,Sobre o que dispõe o Art. 225 da CF/88?,"Todos têm direito ao meio ambiente ecologicamente equilibrado, bem de 
uso comum do povo e essencial à sadia qualidade de vida, impondo-se ao Poder Público 
e à coletividade o dever de defendê-lo e preservá-lo para as presentes e futuras gerações"
Art. 225,Complete a ideia do Art. 225: Todos têm direito ao meio ambiente ecologicamente ...,"Todos têm direito ao meio ambiente ecologicamente equilibrado, bem de 
uso comum do povo e essencial à sadia qualidade de vida, impondo-se ao Poder Público 
e à coletividade o dever de defendê-lo e pr..."
Art. 225,Qual a importância estratégica do Art. 225 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 226,Sobre o que dispõe o Art. 226 da CF/88?,"A família, base da sociedade, tem especial proteção do Estado"
Art. 226,"Complete a ideia do Art. 226: A família, base da sociedade, tem especial proteçã...","A família, base da sociedade, tem especial proteção do Estado. (EC no 66/2010)
§ 1o O casamento é civil e gratuita a celebração.
§ 2o O casamento religioso tem efeito civil, nos termos da lei.
131Da O..."
Art. 226,Qual a importância estratégica do Art. 226 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 227,Sobre o que dispõe o Art. 227 da CF/88?,"É dever da família, da sociedade e do Estado assegurar à criança, ao ado -
lescente e ao jovem, com absoluta prioridade, o direito à vida, à saúde, à alimentação, à 
educação, ao lazer, à profissionalização, à cultura, à dignidade, ao respeito, à liberdade 
e à convivência familiar e comunitária, além de colocá-los a salvo de toda forma de 
negligência, discriminação, exploração, violência, crueldade e opressão"
Art. 227,"Complete a ideia do Art. 227: É dever da família, da sociedade e do Estado asseg...","É dever da família, da sociedade e do Estado assegurar à criança, ao ado -
lescente e ao jovem, com absoluta prioridade, o direito à vida, à saúde, à alimentação, à 
educação, ao lazer, à profissional..."
Art. 227,Qual a importância estratégica do Art. 227 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 228,Sobre o que dispõe o Art. 228 da CF/88?,"São penalmente inimputáveis os menores de dezoito anos, sujeitos às normas 
da legislação especial"
Art. 228,Complete a ideia do Art. 228: São penalmente inimputáveis os menores de dezoito ...,"São penalmente inimputáveis os menores de dezoito anos, sujeitos às normas 
da legislação especial."
Art. 229,Sobre o que dispõe o Art. 229 da CF/88?,"Os pais têm o dever de assistir, criar e educar os filhos menores, e os filhos 
maiores têm o dever de ajudar e amparar os pais na velhice, carência ou enfermidade"
Art. 229,"Complete a ideia do Art. 229: Os pais têm o dever de assistir, criar e educar os...","Os pais têm o dever de assistir, criar e educar os filhos menores, e os filhos 
maiores têm o dever de ajudar e amparar os pais na velhice, carência ou enfermidade."
Art. 230,Sobre o que dispõe o Art. 230 da CF/88?,"A família, a sociedade e o Estado têm o dever de amparar as pessoas idosas, 
assegurando sua participação na comunidade, defendendo sua dignidade e bem-estar e 
garantindo-lhes o direito à vida"
Art. 230,"Complete a ideia do Art. 230: A família, a sociedade e o Estado têm o dever de a...","A família, a sociedade e o Estado têm o dever de amparar as pessoas idosas, 
assegurando sua participação na comunidade, defendendo sua dignidade e bem-estar e 
garantindo-lhes o direito à vida.
§ 1o ..."
Art. 231,Sobre o que dispõe o Art. 231 da CF/88?,"São reconhecidos aos índios sua organização social, costumes, línguas, 
crenças e tradições, e os direitos originários sobre as terras que tradicionalmente ocu -
pam, competindo à União demarcá-las, proteger e fazer respeitar todos os seus bens"
Art. 231,Complete a ideia do Art. 231: São reconhecidos aos índios sua organização social...,"São reconhecidos aos índios sua organização social, costumes, línguas, 
crenças e tradições, e os direitos originários sobre as terras que tradicionalmente ocu -
pam, competindo à União demarcá-las, p..."
Art. 231,Qual a importância estratégica do Art. 231 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 232,Sobre o que dispõe o Art. 232 da CF/88?,"Os índios, suas comunidades e organizações são partes legítimas para in -
gressar em juízo em defesa de seus direitos e interesses, intervindo o Ministério Público 
em todos os atos do processo"
Art. 232,"Complete a ideia do Art. 232: Os índios, suas comunidades e organizações são par...","Os índios, suas comunidades e organizações são partes legítimas para in -
gressar em juízo em defesa de seus direitos e interesses, intervindo o Ministério Público 
em todos os atos do processo.
Const..."
Art. 233,Sobre o que dispõe o Art. 233 da CF/88?,(Revogado) (EC n o 28/2000)
Art. 233,Complete a ideia do Art. 233: (Revogado) (EC n o 28/2000)...,(Revogado) (EC n o 28/2000)
Art. 234,Sobre o que dispõe o Art. 234 da CF/88?,"É vedado à União, direta ou indiretamente, assumir, em decorrência da 
criação de Estado, encargos referentes a despesas com pessoal inativo e com encargos e 
amortizações da dívida interna ou externa da administração pública, inclusive da indireta"
Art. 234,"Complete a ideia do Art. 234: É vedado à União, direta ou indiretamente, assumir...","É vedado à União, direta ou indiretamente, assumir, em decorrência da 
criação de Estado, encargos referentes a despesas com pessoal inativo e com encargos e 
amortizações da dívida interna ou externa..."
Art. 235,Sobre o que dispõe o Art. 235 da CF/88?,"Nos dez primeiros anos da criação de Estado, serão observadas as seguintes 
normas básicas:
I – a Assembléia Legislativa será composta de dezessete Deputados se a população 
do Estado for inferior a seiscentos mil habitantes, e de vinte e quatro, se igual ou superior 
a esse número, até um milhão e quinhentos mil;
II – o Governo terá no máximo dez Secretarias;
III – o Tribunal de Contas terá três membros, nomeados, pelo Governador eleito, 
dentre brasileiros de comprovada idoneidade e notório saber;
IV – o Tribunal de Justiça terá sete Desembargadores;
V – os primeiros Desembargadores serão nomeados pelo Governador eleito, 
escolhidos da seguinte forma:
a) cinco dentre os magistrados com mais de trinta e cinco anos de idade, em 
exercício na área do novo Estado ou do Estado originário;
b) dois dentre promotores, nas mesmas condições, e advogados de comprovada 
idoneidade e saber jurídico, com dez anos, no mínimo, de exercício profissional, 
obedecido o procedimento fixado na Constituição;
VI – no caso de Estado proveniente de Território Federal, os cinco primeiros De-
sembargadores poderão ser escolhidos dentre juízes de direito de qualquer parte do País;
VII – em cada Comarca, o primeiro Juiz de Direito, o primeiro Promotor de Justiça 
e o primeiro Defensor Público serão nomeados pelo Governador eleito após concurso 
público de provas e títulos;
VIII – até a promulgação da Constituição Estadual, responderão pela Procurado-
ria-Geral, pela Advocacia-Geral e pela Defensoria-Geral do Estado advogados de notório 
saber, com trinta e cinco anos de idade, no mínimo, nomeados pelo Governador eleito 
e demissíveis ad nutum;
IX – se o novo Estado for resultado de transformação de Território Federal, a 
transferência de encargos financeiros da União para pagamento dos servidores optantes 
que pertenciam à Administração Federal ocorrerá da seguinte forma:
a) no sexto ano de instalação, o Estado assumirá vinte por cento dos encargos 
financeiros para fazer face ao pagamento dos servidores públicos, ficando ainda 
o restante sob a responsabilidade da União;
b) no sétimo ano, os encargos do Estado serão acrescidos de trinta por cento e, 
no oitavo, dos restantes cinqüenta por cento;
X – as nomeações que se seguirem às primeiras, para os cargos mencionados neste 
artigo, serão disciplinadas na Constituição Estadual;
XI – as despesas orçamentárias com pessoal não poderão ultrapassar cinqüenta 
por cento da receita do Estado"
Art. 235,"Complete a ideia do Art. 235: Nos dez primeiros anos da criação de Estado, serão...","Nos dez primeiros anos da criação de Estado, serão observadas as seguintes 
normas básicas:
I – a Assembléia Legislativa será composta de dezessete Deputados se a população 
do Estado for inferior a s..."
Art. 235,Qual a importância estratégica do Art. 235 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 236,Sobre o que dispõe o Art. 236 da CF/88?,"Os serviços notariais e de registro são exercidos em caráter privado, por 
delegação do Poder Público"
Art. 236,Complete a ideia do Art. 236: Os serviços notariais e de registro são exercidos ...,"Os serviços notariais e de registro são exercidos em caráter privado, por 
delegação do Poder Público.
§ 1o Lei regulará as atividades, disciplinará a responsabilidade civil e criminal dos 
notários, ..."
Art. 237,Sobre o que dispõe o Art. 237 da CF/88?,"A fiscalização e o controle sobre o comércio exterior, essenciais à defesa dos 
interesses fazendários nacionais, serão exercidos pelo Ministério da Fazenda"
Art. 237,Complete a ideia do Art. 237: A fiscalização e o controle sobre o comércio exter...,"A fiscalização e o controle sobre o comércio exterior, essenciais à defesa dos 
interesses fazendários nacionais, serão exercidos pelo Ministério da Fazenda."
